date,statistic,depth,temp_surface,salinity_surface,DO_perc_surface,DO_surface,pH_surface,temp_bottom,salinity_bottom,DO_perc_bottom,DO_bottom,pH_bottom,nitrate,nitrite,ammonia,phosphate,silica,turbidity
2015-06-04,Max,86,28.58,33.08,148.8,10.02,8.03,28.63,33.04,165.8,10.74,8.25,1.14,0.002,0.05,0.2,14,10
2015-06-04,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9
2015-06-10,Mean,61.9,28.49,26.62,120.36,8.01,7.79,28.95,30.32,129.25,8.39,7.84,0.5,0.0024,0.01,0.18,4,7
2015-06-10,Stdv,6.77,0.74,7.33,10.85,0.43,0.14,0.35,3.12,18.47,1.14,0.11,0.47,0.0046,0.02,0.24,3.7,6.7
2015-06-10,Min,55,27.29,10.61,96.9,7.253,7.42,28.4,25.75,100.7,6.7,7.57,0,0,0,0.04,1,0
2015-06-10,Max,77,29.38,34.42,133.3,8.61,7.88,29.43,34.43,174.2,11.03,7.99,1.68,0.014,0.07,0.8,13,17
2015-06-10,N,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10
2015-06-17,Mean,62.78,28.11,29.81,103.13,6.84,7.83,28.15,32.04,112.13,7.24,7.87,0.95,0.0024,0.03,0.1,3.4,1.8
2015-06-17,Stdv,12.22,0.58,5.1,12.5,0.76,0.11,0.63,1.98,14.32,0.67,0.05,0.33,0.0035,0.02,0.07,3.7,3.1
2015-06-17,Min,43,27.24,17.84,84.2,6.01,7.57,27.26,28.92,94.4,6.15,7.76,0.37,0,0,0.04,0,0
2015-06-17,Max,83,28.91,34.15,130.1,8.6,7.96,28.94,34.11,140,8.22,7.94,1.3,0.009,0.07,0.25,12,8
2015-06-17,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-06-23,Mean,56.22,26.27,28.61,94.44,6.5,7.78,26.61,29.3,94.28,6.51,7.8,0.43,0.0017,0,0.06,0,1.1
2015-06-23,Stdv,6.5,0.54,4.28,5.34,0.22,0.06,0.28,3.26,6.49,0.43,0.04,0.48,0.0019,0,0.05,0,1.8
2015-06-23,Min,48,25.24,21.9,87,6.12,7.7,26.3,25.96,80.7,5.56,7.75,0,0,0,0,0,0
2015-06-23,Max,68,26.96,34.16,103.2,6.79,7.87,27.11,34.16,103.1,7.14,7.87,1.05,0.005,0,0.14,0.03,5
2015-06-23,N,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9
2015-06-25,Mean,70.33,27.08,27.25,106.37,7.29,7.86,27.71,30.49,108.98,7.19,7.9,0.82,0.002,0.01,0.07,0,4.1
2015-06-25,Stdv,8.87,0.54,5.51,5.44,0.27,0.12,0.38,2.93,14.16,0.9,0.08,0.14,0.0027,0.02,0.05,0,4.9
2015-06-25,Min,61,26.11,17.87,97.1,6.89,7.59,27.23,25.67,76.2,5.05,7.73,0.59,0,0,0,0,0
2015-06-25,Max,92,27.71,34.36,116,7.7,7.96,28.25,34.3,123.5,8.1,7.98,1.03,0.008,0.05,0.17,0,13
2015-06-25,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2015-07-01,Mean,92.8,32.94,32.32,132.53,8.01,7.94,31.47,34.43,126.44,7.65,7.94,1.03,0.0012,0,0.07,3.1,2.1
2015-07-01,Stdv,9.68,2.31,3.67,21.9,1.17,0.05,1.75,0.38,17.6,0.67,0.02,0.26,0.0019,0,0.05,1.9,2.8
2015-07-01,Min,72,29.36,22.34,106.3,6.5,7.83,29.32,33.72,103.4,6.78,7.9,0.67,0,0,0,0,0
2015-07-01,Max,102,35.57,34.75,165.8,9.83,8.01,34.75,34.97,169.3,9.22,7.98,1.45,0.005,0,0.17,6,7
2015-07-01,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2015-07-07,Mean,58.8,30.73,28.9,158.08,10,8.17,31.05,30.49,162.77,10.26,8.19,0.09,0.0234,0,0.04,4.6,5.7
2015-07-07,Stdv,12.41,1.05,5.7,31.18,1.8,0.17,0.75,2.88,26.97,1.74,0.13,0.15,0.0691,0.01,0.04,3.7,5.2
2015-07-07,Min,45,28.44,14.7,111.3,7.88,7.89,29.46,25.71,126.7,7.92,8.03,0,0,0,0,1,0
2015-07-07,Max,81,31.65,34.98,208.9,13.29,8.41,31.83,34.98,208.3,13.27,8.41,0.42,0.22,0.02,0.1,14,17
2015-07-07,N,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
2015-07-23,Mean,50.89,27.56,25.03,99.58,6.98,7.79,28.06,29.51,103.33,6.9,7.9,0.26,0,0.01,0.08,4.9,1.4
2015-07-23,Stdv,8.13,0.71,9.54,13.41,0.87,0.21,0.41,3.37,14.37,0.95,0.13,0.26,0,0.02,0.04,5.3,3.6
2015-07-23,Min,39,26.07,7.87,75.9,5.8,7.38,27.54,24.18,70.2,4.79,7.59,0,0,0,0,0,0
2015-07-23,Max,65,28.38,34.11,118.7,8.41,7.98,28.78,34.13,118.8,7.79,8.05,0.67,0,0.05,0.12,16,11
2015-07-23,N,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9
